trip_id_unique,trip_duration_in_minutes
121186a,437.3544
121187a,65.05226
121188a,366.42508
121191a,57.566227
121193a,87.108246
121194a,91.36752
121196a,138.48642
121198a,61.817165
121200a,97.462456
121201a,309.00348
121203a,64.67363
121204a,69.481674
121207a,52.35306
121209a,70.78161
121210a,85.47126
121213a,94.199486
121214a,61.025272
121215a,75.945206
121216a,100.74021
121217a,471.25073
121218a,87.05192
121221a,79.60723
121223a,86.04136
121232a,81.07238
121233a,55.560204
121327a,122.023636
121329a,38.851696
121332a,51.40524
121338a,67.85614
121339a,126.01955
121340a,22.008404
121342a,70.8544
121343a,68.69016
121347a,103.31187
121348a,73.45902
121349a,140.34554
121350a,66.215904
121351a,91.700615
121352a,62.938034
121355a,78.856186
121356a,72.97625
121379a,1029.6917
121383a,59.92256
121420a,63.82249
121426a,91.14341
121441a,97.01724
121457a,76.10534
121458a,137.15373
121485a,82.011055
121488a,70.2367
121489a,69.42466
121491a,74.233315
121492a,79.34342
121493a,94.54298
121495a,89.71379
121500a,65.41523
121502a,17.225283
121530a,38.54369
121533a,77.63949
121534a,370.57742
121540a,65.226555
121547a,138.71458
121548a,67.65526
121552a,65.40418
121553a,56.091766
121555a,43.395397
121571a,50.825397
121586a,70.08909
121603a,79.883
121631a,65.53503
121632a,75.1253
121633a,84.12854
121635a,48.198547
121639a,83.928795
121640a,676.06445
121641a,25.17759
121643a,206.0283
121646a,51.162334
121649a,198.51605
121650a,44.852993
121653a,65.21441
121659a,70.75049
121675a,65.88247
121676a,81.17499
121721a,311.06708
121741a,79.95475
121744a,47.460747
121749a,72.39102
121760a,76.72879
121761a,56.68432
121762a,83.287
121767a,61.038105
121770a,58.275864
121773a,78.76403
121774a,128.12059
121775a,82.84501
121777a,76.571465
121779a,89.92537
122055a,723.38794
122057a,681.84766
122058a,760.3061
122064a,84.77901
122068a,74.60588
122069a,68.84866
122150a,74.08378
122184a,107.98223
122185a,72.1842
122186a,104.099434
122194a,62.258068
122199a,301.6296
122209a,44.947453
122211a,84.12296
122215a,69.151985
122216a,178.00957
122217a,66.59947
122219a,83.92518
122223a,472.04495
122224a,308.0653
122225a,92.29942
122229a,58.28801
122230a,83.038216
122231a,62.045925
122238a,96.76904
122239a,67.163055
122241a,25.76649
122242a,21.61562
122244a,88.22339
122248a,81.152
122284a,82.81225
122285a,94.48053
122287a,55.729015
122292a,49.191326
122298a,92.08158
122303a,12.68917
122328a,98.19469
122329a,317.31314
122336a,70.467
122345a,87.64291
122346a,187.23299
122348a,67.18162
122350a,265.936
122352a,-1.45608
122359a,100.24626
122364a,53.173607
122368a,92.56814
122371a,110.71416
122372a,97.06179
122374a,66.73113
122381a,1039.912
122382a,79.38909
122383a,75.89802
122385a,47.27113
122392a,76.3381
122393a,94.42266
122395a,80.94571
122473a,76.05943
122478a,61.984913
122482a,75.45148
122483a,110.36729
122484a,74.726204
122488a,1085.5544
122490a,113.82604
122491a,100.24225
122492a,49.569153
122493a,297.5864
122494a,72.086914
122495a,47.159252
122496a,-4.0872917
122497a,89.99
122498a,101.010155
122500a,55.12215
122501a,73.84502
122502a,59.534855
122504a,59.888287
122505a,46.20986
122524a,68.02359
122538a,91.22258
122597a,58.072834
122606a,50.586746
122608a,92.447174
122616a,18.895948
122620a,79.8233
122621a,85.28127
122623a,66.16605
122631a,59.84585
122632a,52.141205
122635a,68.5619
122637a,1053.0369
122650a,70.08338
122651a,261.1261
122653a,66.319885
122728a,99.27626
122729a,67.7311
122730a,59.431652
122737a,216.50542
122738a,69.09263
122740a,107.34249
122742a,52.11182
122743a,66.58572
210019c,94.525154
210024c,82.4829
210038b,88.218636
210040b,223.43369
210044b,57.16246
210069b,81.52227
210076b,68.304825
210078b,52.69697
210080b,204.382
210081b,66.36712
210087a,156.4353
210135b,83.1786
210136b,71.778915
210137b,79.536865
210156b,81.74851
210158b,57.961956
210181c,74.01778
210192c,94.53361
210196c,255.3476
210213b,60.936474
210217b,69.725876
210218b,55.644764
210219b,55.577694
210220b,60.83732
210223b,67.11293
210224b,233.49963
210226b,91.37154
210228b,52.288383
210231b,71.14117
210232b,74.222435
210234b,69.998024
210235b,89.35892
210314b,85.86114
210319b,79.400314
210320b,66.65283
210321b,83.79862
210322b,104.33044
210323b,64.60658
210324b,70.75448
210326b,112.520676
210327b,63.51848
210328b,68.89048
210329b,105.92267
210330b,89.20575
210333b,64.77036
210334b,82.088165
210335b,76.76289
210336b,89.90368
210337b,201.52641
210338b,80.76736
210339b,31.935701
210340b,64.8301
210346b,71.15853
210347b,65.05478
210349b,80.09069
210350b,11.148669
210351b,73.47943
210353b,52.638847
210356b,71.66124
210357b,74.79182
210358b,94.46833
210408b,73.403564
210453b,56.45807
210454b,63.96147
210455b,67.8537
210457b,61.999584
210462b,93.46459
210464b,73.28251
210465b,66.017654
210468b,63.749413
210478b,89.66612
210479b,51.902813
210480b,111.711555
210482b,65.60315
210484b,81.76485
210485b,94.747284
210486b,82.96138
210487b,53.8783
210491b,6.8510785
210492b,79.97303
210493b,59.376366
210496b,38.59068
210497b,80.53908
210498b,90.28948
210500b,69.81239
210501b,70.28304
210502b,80.32195
210503b,65.359116
210505b,60.37433
210507b,85.10425
210508b,71.40682
210509b,80.283714
210511b,61.573753
210511c,57.832695
210512b,74.06776
210512c,75.263916
210515b,82.10865
210515c,75.069336
210517b,47.396286
210611b,66.84113
210612b,289.06903
210613b,98.12377
210621b,68.53699
210622b,70.67794
210624a,106.46904
210655b,63.338936
210655c,88.80786
210656b,105.86867
210657b,62.961575
210659b,77.56563
210662b,100.38051
210663b,89.66943
210665b,53.410465
210667b,90.70179
210668b,66.27901
210671b,53.87426
210673b,81.78476
210674b,62.752506
210681b,53.366707
210682b,74.20406
210684b,78.837555
210686b,75.17748
210688b,66.80308
210689b,68.29541
210692b,152.63179
210695b,77.17951
210699b,75.578064
210700b,72.05527
210704b,91.06697
210706b,71.88358
210709b,107.91156
210713b,72.03311
210721c,113.2721
210727c,57.095375
210731c,16.339788
210778c,63.223667
210792c,76.29357
210818b,67.18418
210819b,75.84466
210820b,63.364742
210848c,52.75867
210850c,69.147316
210851c,94.58045
210852c,66.067986
210857c,86.39416
210863b,82.93974
210867a,49.383415
210868b,73.813705
210869b,85.38196
210870b,66.81929
210871b,195.34485
210872b,108.590775
210873b,63.68984
210874a,73.48086
210875b,58.768955
210876a,69.6834
210876b,78.41435
210877b,62.890053
210880a,160.6462
210883b,60.650635
210884b,92.58642
210885b,70.58454
210886b,94.30435
210920c,68.39578
210923b,79.80718
210924b,76.002365
210926b,74.87251
210933c,74.07697
210938c,82.14688
210955a,197.46632
210973a,91.72041
211007a,53.34873
211027a,116.931885
211027b,92.500565
211029b,61.418694
211050a,995.421
211051a,90.318565
211052a,79.091255
211055a,82.84301
211110c,55.9767
211134c,240.37318
211140c,138.43787
211165c,84.03998
211170c,72.00784
211172b,54.466797
211175b,53.04333
211177b,60.101242
211177c,146.76956
211178b,98.334145
211180b,19.924482
211181b,248.96623
211182b,58.110813
211183c,95.83264
211184c,66.98349
211186b,11.520416
211191b,92.4459
211192b,65.10294
211193b,43.907055
211195b,110.68435
211201b,11.536324
211203b,60.097973
211207b,246.66039
211209b,86.11792
211210b,71.298325
211214b,85.48519
211216b,104.86364
211217b,117.89229
211218b,87.07796
211219b,53.79047
211220b,63.1334
211223b,68.8163
211224b,173.76147
211225b,44.72929
211226b,97.102356
211226c,80.357376
211227b,98.84116
211228b,66.92806
211231b,99.12027
211232b,60.5777
211234b,75.33492
211296b,31.886103
211297b,86.935074
211349c,86.36034
211350c,92.24784
211353c,69.40078
211354c,66.612305
211359c,64.2533
211360c,29.02845
211361c,90.622574
211362c,46.483875
211365c,57.534725
211378a,92.09482
211382b,58.424442
211383b,59.309322
211385b,55.96921
211388b,46.657803
211390b,256.0346
211391b,84.1357
211394b,70.1421
211399b,70.43182
211400b,71.78622
211401b,68.938736
211402b,55.92768
211405b,100.15613
211406b,87.54708
211412b,67.3355
211414b,53.971992
211415b,73.6533
211416b,63.223186
211426b,64.27434
211430b,187.29797
211431b,66.30318
211432b,84.16284
211435b,82.82657
211436b,58.410862
211438b,63.334427
211440b,54.47463
211442b,52.346157
211443b,79.93719
211444b,63.65543
211445b,64.868996
211447b,240.65952
211448b,99.64899
211453c,67.4065
211456c,99.79475
211464c,127.28992
211467a,65.743256
211486b,85.20554
211487b,109.988396
211552c,86.65773
211553c,102.404854
211557b,73.69678
211558b,54.497025
211559b,82.18977
211562b,78.34947
211563b,202.28983
211563c,653.06586
211564b,63.97098
211566b,74.24307
211567b,99.65015
211568b,104.684074
211569b,68.49229
211576b,102.31912
211577b,93.46279
211578b,137.88982
211581b,202.28983
211582b,91.302635
211583b,118.30109
211584b,223.54799
211585b,109.92907
211587c,72.77639
211588b,57.64224
211589b,215.82298
211594c,38.81647
211597b,233.29462
211598c,76.75663
211599c,214.97429
211600b,59.559696
211602b,56.62035
211606b,65.40324
211607b,66.97652
211608b,84.453514
211609c,114.970604
211610b,85.05965
211612b,57.40304
211613b,63.5643
211615b,79.81548
211617b,81.041435
211617c,72.093155
211618b,93.50218
211618c,67.649055
211619b,71.20368
211620c,61.442497
211626c,58.514587
211628c,71.02898
211644c,74.78418
211667a,72.67705
211723c,67.31371
211730c,55.644764
211736b,69.39274
211738b,77.86351
211739b,60.933323
211740b,91.80703
211741b,68.541885
211793b,60.188503
211795b,73.49275
211796b,53.83769
211798b,73.43164
211799b,53.14607
211802b,53.23998
211803b,65.34912
211805b,78.08934
211806b,72.89216
211809b,83.507256
211811b,56.85811
211812b,77.12056
211816b,110.59023
211818b,194.9264
211819b,103.50154
211821b,49.20755
211822b,88.8222
211823b,63.533737
211826b,103.8217
211826c,41.175434
211827b,62.59696
211827c,55.47413
211830b,41.136745
211831b,72.676414
211835b,68.326294
211835c,70.21714
211841b,85.851585
211842b,57.361645
211843b,133.26654
211850c,55.53846
211877c,80.86966
211880c,73.54961
211882c,114.49208
211890a,91.25948
211901a,68.40338
211968c,139.81473
211969c,94.24162
211981c,60.48528
211986c,65.95551
211987c,90.4212
211990c,67.2208
211993b,51.04849
211994b,115.71094
211996b,78.942375
211997b,86.553215
211997c,77.09749
211998b,74.967285
211999b,73.73806
212001c,90.42131
212002c,55.733204
212009b,65.7743
212011b,62.356594
212040b,63.77825
212041b,37.54656
212042b,37.87719
212043b,76.44979
212045b,79.36901
212046b,73.190155
212047b,72.300804
212049b,61.8297
212050b,88.12522
212051b,88.049835
212051c,59.633263
212052b,191.39111
212052c,52.82373
212059b,114.943726
212060b,71.540115
212061b,57.383347
212063b,209.84161
212066b,-38.785526
212067b,63.510597
212069b,80.51311
212072b,52.333397
212076b,86.70385
212081b,63.176357
212082b,79.30698
212083b,69.07459
212084b,93.22297
212084c,66.40248
212086b,91.64949
212087c,100.6802
212088b,57.217934
212090b,74.353645
212092b,76.49084
212093b,63.177433
212094b,73.6533
212095b,80.77812
212099b,53.214447
212100b,65.25604
212101b,89.18402
212103b,63.38523
212105b,65.29746
212108b,79.79449
212110b,70.65808
212111b,78.20445
212114b,66.36353
212115b,105.16587
212116b,82.48804
212119b,84.22271
212121b,67.04898
212124b,21.900677
212127b,108.82548
212136c,79.849785
212137c,72.57498
212145c,81.81256
212147c,64.490746
212157c,75.200584
212169b,209.90343
212173b,70.581795
212176c,58.002693
212177c,76.43943
212178c,72.24462
212189c,90.56768
212202b,59.48725
212204b,82.42338
212206b,59.50113
212208b,79.887726
212209b,84.51305
212210b,73.13178
212211b,15.019858
212212b,91.58658
212215b,87.385605
212219b,86.386185
212220a,61.29219
212220b,57.197796
212221b,50.46819
212222b,69.58683
212224a,67.00625
212225b,68.9203
212226a,59.58709
212227a,246.68832
212227b,59.73648
212228b,64.83686
212229a,82.02662
212229b,198.54752
212230b,63.49731
212231b,78.82883
212232b,238.6987
212234b,91.24007
212235a,94.662056
212237b,92.86557
212242b,83.91873
212260c,51.047
212290c,328.3501
212292c,80.1147
212293c,70.593636
212296c,93.74656
212305a,61.2634
212311a,17.596731
212312a,285.13855
212315a,96.87945
212326c,82.93999
212328a,93.17617
212328c,96.212814
212337c,95.045074
212358c,115.536415
212372c,92.51804
212376a,71.879814
212387c,104.699974
212401a,133.1698
212407c,38.813442
212409c,197.19453
212410c,220.37791
212411c,74.05581
212412c,67.0654
212415c,75.56278
212429a,96.238945
212544c,73.55823
212545c,62.3699
212548c,80.73937
212553c,67.407295
212557c,103.99809
212648c,67.35779
212762a,68.69331
212828c,87.68256
212837c,65.624985
212840c,70.411705
212841c,87.6129
212933a,82.61625
212994c,350.18704
213040c,68.44536
213042c,198.26457
213057c,77.00901
213058c,70.13057
213078c,66.25032
213081c,77.4949
213147a,57.31273
213149a,75.1578
213154a,23.083117
213258c,66.15137
213259c,80.71715
213268c,56.288532
213286c,83.41379
213289c,114.06618
213331c,61.92807
213381a,58.973167
213384c,103.220436
213407c,56.43203
213411c,56.65124
213412c,89.414925
213413c,53.365173
213416c,113.64137
213418a,96.110794
213422c,68.12666
213423a,71.87805
213684a,57.263218
213689a,75.5849
213690a,62.861504
213692a,71.485435
213695a,69.80254
213698a,71.37269
213712c,68.97527
213716c,119.0525
213721c,78.52955
213722c,74.10012
213730c,71.06662
213780a,65.33096
213783a,56.514038
213785a,58.05325
213787a,72.42877
213868a,74.585175
213890a,41.298313
213891a,102.30338
213895c,305.8084
213897a,56.408432
213898a,66.58556
214010c,79.746346
214012c,74.03482
214064c,94.689156
214068c,95.82504
214078c,78.65981
214083c,127.15475
214085c,106.08559
214090c,56.02807
214092c,84.62181
214093c,107.4819
214094c,65.38084
214096c,79.33363
214097c,65.35843
214099c,132.12064
214100c,64.5839
214215a,71.48104
214266c,98.595055
214267c,67.84505
214268c,72.41751
214339a,82.875404
214361c,41.693787
214362c,91.39053
214365c,673.1296
214366c,102.477936
214379c,66.80771
214382c,105.61663
214391c,88.086494
214400c,64.47473
214402c,72.79847
214404c,80.6552
214427c,70.15012
214428c,64.26792
214484c,649.5059
214485c,91.49815
214530c,66.50822
214531c,109.434685
214532c,80.61336
214533c,80.50306
214566a,69.15349
214567c,78.39985
214568c,71.16077
214569c,81.3991
215253a,68.78489
215364a,95.82761
215371a,97.49223
215377a,79.204094
215889a,60.86648
216198a,194.60588
216487a,58.400536
216545a,95.04538
216809a,60.096695
216821a,90.30429
216850a,56.21194
216858a,63.54575
216899a,137.19241
216937a,84.332275
216941a,54.06044
217220a,49.340816
217328a,93.43704
217763a,83.53558
217809a,41.811356
217847a,83.86859
217907a,81.12693
217909a,46.792706
217910a,61.592422
217918a,66.05415
217920a,74.2087
217921a,81.08388
217922a,84.10625
217924a,102.51505
217925a,104.156364
217927a,87.140976
217928a,89.69495
217929a,86.28394
217930a,74.16833
217933a,87.031364
217934a,74.556915
217941a,64.013115
217942a,82.83944
217943a,68.73335
217946a,50.196808
217948a,70.93164
217950a,68.24714
217953a,67.534454
217954a,54.902103
217955a,94.20939
217956a,104.821594
217958a,78.543915
217973a,70.362816
217976a,70.946434
217978a,109.0216
217979a,83.30032
217983a,103.94175
217985a,99.4196
217986a,85.62897
217992a,100.98092
217995a,82.92943
218001a,90.04839
218003a,88.9571
218005a,51.73663
218006a,63.434074
218036a,81.64607
218039a,93.13328
218041a,87.78898
218042a,90.0335
218043a,94.826546
218044a,60.575718
218045a,62.03354
218047a,83.64225
218049a,77.65994
218050a,51.415356
218051a,67.12994
218055a,96.17005
218057a,99.68564
218066a,74.91424
218067a,65.917206
218068a,61.358463
218070a,88.44954
218071a,75.53311
218075a,73.34768
218076a,65.88418
218077a,69.37133
218095a,96.19869
218097a,78.51659
218122a,66.77745
218126a,734.966
218159a,207.94499
218163a,69.46842
218194a,89.129715
218195a,229.58603
218213a,66.50355
218225a,105.47838
218227a,73.44441
218235a,73.01893
218236a,84.115746
218237a,74.24355
218238a,84.60269
218239a,70.18228
218243a,65.49444
218253a,64.95294
218256a,81.43633
218258a,92.44129
218259a,80.10619
218262a,72.03295
218263a,55.19757
218410a,57.50413
218412a,121.486755
218413a,64.26577
218416a,88.21614
218417a,216.9309
218421a,33.636364
218424a,62.740723
218425a,57.186905
218426a,67.9505
218428a,70.197235
218429a,78.32979
218434a,66.80771
218435a,60.12567
218436a,68.09806
218441a,63.45756
218444a,26.18947
218451a,107.05498
218454a,95.63558
218456a,66.0419
218457a,70.699104
218459a,85.159874
218460a,78.28042
218461a,61.895794
218462a,84.83335
218463a,55.90351
218464a,89.0303
218465a,222.1414
218466a,113.64121
218468a,74.12504
218471a,68.77996
218472a,75.51087
218474a,91.31381
218477a,78.29161
218478a,76.7872
218479a,86.397
218480a,306.23563
218481a,63.336025
218482a,82.15312
218483a,87.13505
218484a,79.25532
218485a,90.68957
218489a,64.03865
218490a,179.10732
218493a,71.97816
218497a,116.857925
218498a,1079.8535
218499a,104.472725
218500a,92.76145
218502a,58.30608
218503a,84.22601
218504a,73.26898
218506a,141.93771
218542a,74.1122
218544a,67.51407
218545a,103.18278
218546a,78.75327
218547a,64.97687
218548a,131.11264
218587a,72.50572
218588a,80.714806
218589a,27.339401
218591a,94.726456
218592a,60.40983
218595a,101.288895
218596a,76.27342
218603a,90.59903
218618a,29.801517
218619a,125.70916
218620a,250.01935
218621a,112.64643
218629a,75.95125
218630a,135.78387
218631a,84.56893
218634a,81.49601
218635a,67.163055
218637a,155.38812
218639a,127.74146
218655a,69.36725
218657a,68.95999
218658a,686.0654
218671a,388.81927
218672a,84.18312
218674a,24.727032
218675a,430.11612
218676a,48.120373
218678a,88.30051
218696a,90.04816
218697a,66.50932
218701a,40.321003
218702a,19.025095
218849a,52.409428
218851a,77.182724
218852a,60.889965
218853a,77.70803
218854a,55.342045
218855a,70.369225
218858a,57.237766
218859a,76.29966
218873a,96.400505
218875a,98.98517
218877a,209.41466
218878a,83.09976
218879a,132.1855
218880a,99.21058
218883a,78.842064
218884a,86.00041
218885a,79.65103
218886a,60.857754
218887a,87.51248
218889a,83.54257
218890a,42.99395
218891a,56.350468
218892a,69.77806
218897a,63.05248
218899a,111.157684
218901a,47.832344
218902a,93.09102
218903a,87.64537
218904a,85.821945
218905a,70.87571
218906a,69.86823
218907a,71.429375
218908a,59.013176
218909a,83.30581
218911a,64.86668
218912a,75.60767
218913a,103.162155
218915a,88.6773
218942a,62.81846
218944a,54.32857
218945a,65.436844
218946a,71.03124
218949a,99.37838
218954a,78.612625
218955a,44.922173
218958a,56.20958
218961a,99.15628
218969a,53.852177
218971a,88.85232
218973a,64.88035
218975a,63.817966
218977a,84.10427
218979a,107.2288
218980a,79.01454
218983a,81.283554
218984a,87.392296
218986a,54.863102
219021a,93.46292
219022a,86.681015
219023a,78.01949
219024a,122.12019
219025a,84.131744
219028a,59.309322
219029a,87.005806
219031a,56.56415
219033a,93.04129
219034a,93.85165
219036a,73.49116
219037a,83.134315
219038a,92.02485
219039a,80.7587
219045a,116.34574
219046a,89.30836
219086a,110.60417
219087a,59.69041
219088a,47.5625
219089a,651.41284
219090a,225.61182
219091a,115.827644
219095a,70.612656
219096a,22.485086
219106a,83.369
219107a,87.31875
219108a,80.9535
219109a,100.73202
219112a,61.4136
219115a,85.33704
219118a,123.98421
219119a,61.5651
219120a,61.348137
219122a,82.504166
219124a,82.73245
219126a,62.35863
219181a,57.271187
219183a,82.27301
219184a,73.931366
219189a,19.511717
219190a,233.76112
219192a,398.0968
219196a,66.245384
219199a,54.607265
219200a,64.40004
219203a,66.04038
219204a,79.31012
219205a,59.435017
219207a,134.02742
219209a,73.230606
219210a,63.07142
219211a,250.89911
219214a,76.570854
219215a,89.09553
219217a,51.53687
219220a,100.291794
219221a,65.85244
219222a,78.90236
219223a,71.15907
219230a,54.28201
219231a,90.96229
219232a,81.4629
219233a,70.86459
219234a,99.647354
219235a,196.97281
219240a,46.797462
219247a,39.713425
219250a,356.58847
219251a,842.0963
219255a,78.92049
219258a,91.85643
219259a,96.79089
219260a,95.50366
219261a,100.94585
219262a,75.11598
219263a,70.13841
219268a,137.81665
219368a,65.892204
219451a,71.20419
219452a,63.294807
219454a,90.473274
219513a,56.864254
219581a,76.02529
219583a,90.90408
219585a,114.73595
219587a,49.15949
219590a,72.93067
219592a,61.74087
219593a,158.76831
219595a,72.665146
219596a,69.23636
219597a,69.08728
219599a,93.170425
219602a,97.39709
219603a,86.16057
219604a,997.8359
219606a,76.28036
219607a,54.185326
219608a,-14.345524
219611a,74.80518
219614a,58.6315
219615a,108.5961
219616a,52.054325
219617a,79.698494
219619a,111.082085
219620a,448.70425
219621a,73.935814
219622a,77.070854
219623a,64.105804
219624a,297.58502
219626a,91.6293
219628a,233.66522
219629a,213.29546
219739a,79.145676
219740a,65.94785
219742a,74.03741
219743a,681.2146
219745a,77.53293
219748a,93.621445
219750a,84.50119
219752a,79.18495
219753a,80.35112
219761a,87.72822
219762a,72.8924
219763a,53.045906
219764a,59.81663
219765a,100.87938
219766a,105.09646
219775a,90.257515
219780a,110.87705
219781a,83.02349
219782a,66.28605
219786a,54.650223
219787a,51.609093
219788a,63.64773
219789a,71.227234
219790a,81.57756
219792a,64.10485
219793a,73.805084
219794a,86.57923
219808a,836.3338
219812a,66.53384
219813a,76.14335
219817a,86.02621
219819a,69.61167
219821a,84.677505
219823a,76.46075
219824a,94.974014
219825a,75.42015
219826a,78.51748
219871a,78.3019
219872a,60.167618
219973a,95.0756
219975a,63.47677
219987a,84.75919
220008a,70.85549
220009a,63.794292
220013a,74.762024
220014a,80.76547
220015a,56.902824
220016a,65.68822
220020a,71.77249
220021a,75.35812
220023a,68.327034
220024a,80.71715
220065a,55.30272
220066a,93.45613
220068a,67.4099
220070a,251.08412
220072a,67.33963
220075a,67.67745
220076a,173.35475
220077a,331.20862
220081a,63.66447
220082a,57.412544
220083a,76.42421
220084a,66.80771
220100a,67.73177
220112a,74.646095
220113a,200.71138
220114a,90.920074
220115a,99.11838
220116a,77.53293
220125a,61.349983
220128a,73.787704
220137a,73.78337
220140a,92.18933
220142a,79.07755
220148a,68.16949
220150a,64.879974
220152a,88.04094
220154a,48.111614
220155a,70.24379
220156a,118.1576
220157a,97.20708
220159a,37.82985
220161a,67.88532
220209a,52.892525
220230a,69.197815
220231a,86.070595
220233a,88.75768
220234a,71.17808
220235a,164.25385
220269a,212.3791
220270a,64.92242
220273a,61.987473
220344a,67.8826
220348a,46.590908
220354a,70.2808
220355a,38.59068
220356a,82.33289
220359a,1015.2134
220360a,99.34815
220361a,85.574936
220364a,70.08469
220367a,78.82293
220369a,65.63272
220370a,68.681145
220371a,198.17319
220372a,71.73286
220373a,49.414387
220374a,249.25345
220375a,98.988045
220376a,81.59918
220378a,218.00015
220381a,105.15076
220383a,66.63033
220384a,53.68782
220386a,73.0935
220387a,59.761753
220388a,68.51346
220389a,59.692635
220391a,83.96181
220396a,97.71503
220397a,345.45346
220398a,59.700497
220464a,195.45096
220465a,49.40048
220474a,77.47946
220478a,79.13954
220479a,100.361885
220483a,62.833797
220492a,164.6059
220494a,75.75202
220495a,67.88513
220496a,77.62757
220497a,59.978535
220498a,78.21831
220500a,75.30648
220501a,66.09651
220503a,249.25345
220504a,70.064644
220509a,626.8436
220510a,103.25681
220512a,40.932644
220513a,33.206696
220519a,68.05001
220520a,76.61613
220522a,72.18482
220526a,98.51298
220527a,97.392555
220529a,104.782715
220530a,86.67592
220549a,104.782715
220550a,98.90885
220551a,64.627914
220554a,83.62631
220556a,146.68568
220558a,76.20243
220576a,82.1885
220577a,88.8748
220581a,73.7874
220583a,95.026634
220584a,69.13985
220585a,80.26142
220586a,87.31771
220595a,210.52344
220597a,298.95596
220598a,74.50628
220600a,86.30442
220620a,71.337006
220621a,103.22618
220622a,77.33717
220625a,90.05655
220627a,87.32977
220628a,69.30645
220630a,81.17756
220632a,65.42144
220633a,65.39074
220634a,99.97464
220635a,73.4014
220636a,73.42764
220637a,112.91845
220638a,87.83701
220645a,72.67143
220648a,57.69165
220649a,61.998074
220650a,73.96647
220653a,55.287884
220654a,68.25235
220664a,70.417404
220665a,41.274544
220667a,242.16322
220673a,60.825127
220675a,60.253258
220676a,123.099815
220677a,60.2379
220678a,49.96011
220742a,66.94945
220830a,65.39541
220831a,61.83385
220832a,53.279514
220842a,138.87512
220844a,142.1651
220845a,50.782246
220860a,93.61458
220861a,83.5765
220862a,79.68292
220863a,241.6855
220864a,90.348114
220865a,85.47324
220868a,57.519875
220870a,83.741356
220874a,71.41741
220875a,81.9311
220876a,27.832535
220877a,218.45451
220878a,51.871574
220879a,72.15757
220880a,72.52114
220882a,88.38282
220884a,141.8264
220984a,90.09774
220985a,63.872425
220987a,68.42294
220989a,67.97481
220991a,65.20204
220992a,75.49869
220994a,84.41279
220995a,153.38734
220996a,42.23729
220999a,59.092632
221000a,44.70827
221001a,85.8431
221004a,63.514908
221006a,634.946
221007a,42.036194
221008a,81.667816
221009a,65.40203
221012a,82.092575
221014a,204.67113
221016a,86.46752
221018a,67.999825
221019a,54.120205
221021a,155.2939
221031a,266.38452
221040a,79.248146
221043a,92.44105
221044a,81.8415
221045a,202.23973
221046a,81.65065
221047a,686.4347
221048a,76.867096
221049a,71.293884
221050a,93.614876
221051a,65.90501
221052a,72.82662
221054a,86.39711
221055a,79.26911
221056a,78.20899
221057a,63.165295
221059a,128.1191
221060a,135.72403
221061a,67.43929
221062a,109.70599
221064a,51.913692
221065a,78.07371
221066a,45.37407
221068a,79.3402
221069a,54.15268
221071a,75.43386
221072a,84.03734
221075a,77.387505
221076a,72.81265
221077a,52.561264
221078a,159.24646
221081a,219.59888
221082a,57.25539
221084a,64.191414
221103a,452.96307
221104a,78.06754
221107a,58.056255
221109a,63.757828
221112a,77.49201
221117a,82.60209
221161a,63.214413
221234a,60.949413
221238a,168.4842
221239a,68.79052
221240a,71.726776
221242a,86.407524
221244a,60.72663
221245a,94.201515
221248a,70.467255
221254a,45.401703
221256a,58.030567
221257a,87.67508
221258a,73.04017
221259a,66.846085
221260a,67.83731
221261a,122.906555
221262a,59.214428
221263a,97.907684
221266a,57.7911
221267a,62.09685
221269a,70.7528
221272a,242.48018
221274a,76.51586
221275a,104.95239
221276a,83.28575
221277a,49.039307
221278a,60.04369
221279a,103.56273
221280a,78.9672
221283a,72.89173
221284a,57.92226
221285a,96.950905
221286a,106.97891
221287a,82.05107
221288a,96.16211
221289a,97.200806
221290a,82.3734
221291a,104.603485
221292a,68.49855
221294a,61.07059
221295a,76.65982
221296a,31.221622
221297a,88.08217
221298a,84.55479
221299a,80.61105
221300a,78.966896
221301a,72.16554
221305a,65.606316
221307a,1056.1758
221309a,103.157036
221313a,61.824203
221358a,68.7007
221363a,62.157623
221364a,87.6947
221365a,1.751548
221366a,57.549206
221367a,56.29014
221370a,48.38152
221371a,69.31692
221372a,65.804184
221373a,78.78631
221374a,55.914658
221375a,81.03538
221386a,67.48939
221387a,108.81629
221399a,75.10303
221401a,60.85673
221402a,83.40035
221403a,59.005756
221404a,56.85839
221408a,63.38884
221410a,73.83839
221411a,66.122826
221413a,78.72411
221414a,121.71984
221417a,68.787575
221419a,71.37425
221434a,77.637726
221435a,81.91668
221436a,66.24298
221437a,59.403854
221439a,65.678955
221445a,83.52723
221446a,71.00599
221460a,53.323708
221463a,63.78802
221464a,57.38172
221467a,104.88676
221468a,69.59288
221474a,109.418884
221475a,77.58881
221556a,92.06965
221569a,41.00743
221587a,69.235886
221588a,77.84829
221590a,87.4495
221591a,95.871666
221592a,66.32019
221593a,78.07732
221597a,69.52094
221604a,144.69751
221606a,94.04897
221607a,93.70045
221610a,65.37849
221679a,48.302555
221682a,66.66696
221684a,30.471165
221689a,77.88852
221690a,69.56827
221691a,83.1631
221692a,168.05164
221693a,56.928818
221695a,91.50778
221700a,149.64195
222070a,328.4281
222072a,83.087135
222073a,127.74352
