trip_id,part,trip_id_unique_station,trip_id_unique,line_id,direction,alternative,cluster,station_index,station_id,station_name,arrival_time,door_closing_time,arrival_is_estimated,latitude,longitude,passengers_up,passengers_continue,mekadem_nipuach_luz,passengers_continue_menupach
311758,ג,311758c44,311758c,15042,1,0,בת ים-רמת גן,44,36203,בלפור/יוספטל,15:38:00,15:38:00,False,32.01751,34.74539,2,10,3.4,34.0
314031,ג,314031c19,314031c,21037,2,0,אונו-אלעד,19,38175,מחנה דורי,12:50:00,12:50:00,False,32.036175,34.846012,2,7,3.0,21.0
311649,ב,311649b23,311649b,10189,2,0,"דרומי-ראשל""צ-חולון",23,21577,קריית שלום/דרך בן צבי,07:32:00,07:33:00,False,32.04108,34.77426,3,46,2.8,128.8
311671,ג,311671c44,311671c,22018,1,0,דרומי-בת ים,44,37113,הקוממיות,11:17:00,11:17:00,False,32.002384,34.752148,0,0,3.444444444,0.0
312309,ג,312309c24,312309c,15042,1,0,בת ים-רמת גן,24,21472,קניון עזריאלי/דרך מנחם בגין,16:18:00,16:19:00,False,32.074593,34.790585,13,39,3.333333333,130.0
321456,א,321456a27,321456a,27003,1,0,"דרומי-ראשל""צ-חולון",27,35794,בגין/ברקת,11:09:00,11:09:00,False,32.00436,34.77185,2,8,2.5,20.0
310610,ג,310610c3,310610c,22141,1,0,דרומי-בת ים,3,31333,דרך העצמאות/יעקב בר סימנטוב,21:04:14,,True,32.028145,34.884773,0,2,4.5,9.0
111965,ב,111965b22,111965b,10623,2,#,שרון חולון מרחבי,22,30838,מכון וינגייט,21:36:00,21:36:00,False,32.26071,34.83822,1,7,1.0,7.0
113974,ג,113974c13,113974c,29082,1,0,"פ""ת-ת""א",13,38311,קפלן/ארלוזורוב,12:31:00,12:32:00,False,32.086124,34.868378,4,19,2.625,49.875
412841,א,412841a8,412841a,12161,2,0,מזרחי-בני ברק,8,20340,"חזון אי""ש/האדמו""ר מגור",12:04:00,12:04:00,False,32.08283,34.83556,1,16,2.833333333,45.33333333
311341,ב,311341b5,311341b,10189,2,0,"דרומי-ראשל""צ-חולון",5,35724,המשביר/הלהב,12:40:07,,True,32.01258,34.80524,0,0,2.0,0.0
115190,ג,115190c7,115190c,11266,2,0,"פ""ת-ת""א",7,21270,מבצע קדש/ראול ולנברג,06:01:19,,True,32.106556,34.827454,0,0,1.0,0.0
121489,א,121489a9,121489a,14026,1,#,שרון חולון מרחבי,9,36172,"כ""ט בנובמבר/אלי כהן",08:40:00,08:40:00,False,32.00904,34.75706,1,9,1.666666667,15.0
115237,ג,115237c20,115237c,24092,2,0,"פ""ת-ת""א",20,34063,בלינסון קניון אבנת/מסוף יותם ויואב,20:27:00,20:27:00,False,32.091717,34.86587,3,15,0.666666667,10.0
114993,ג,114993c46,114993c,81001,2,0,"פ""ת-ת""א",46,32269,"בי""ח בלינסון/ז'בוטינסקי",20:55:00,20:55:00,False,32.09116,34.86787,5,26,4.833333333,125.6666667
316741,א,316741a45,316741a,27003,2,0,"דרומי-ראשל""צ-חולון",45,25341,חנניה/הירקון,22:32:34,,True,32.06741,34.76356,0,1,2.0,2.0
411151,א,411151a21,411151a,13067,1,0,מזרחי-רמת גן,21,26223,דרך נגבה/בן אליעזר,09:22:00,09:22:00,False,32.06988,34.83209,4,10,2.333333333,23.33333333
311842,ג,311842c1,311842c,16040,1,0,בת ים-רמת גן,1,26313,ת. רכבת האוניברסיטה/מערב,16:30:00,16:30:00,False,32.10486,34.80389,2,2,2.714285714,5.428571429
120187,א,120187a19,120187a,11501,2,#,שרון חולון מרחבי,19,27108,וייצמן/הרב קוק,14:40:00,14:40:00,False,32.1631,34.8349,3,23,1.666666667,38.33333333
218912,א,218912a2,218912a,13104,2,0,תל אביב,2,36441,בית החולים תל השומר/מכון הלב,07:50:00,07:50:00,False,32.04423,34.84176,1,2,2.5,5.0
314849,ג,314849c45,314849c,10137,2,0,אונו-אלעד,45,21547,קלצ’קין/חיים לבנון,07:26:00,07:26:00,False,32.118008,34.802147,0,5,1.0,5.0
310887,ג,310887c17,310887c,12271,2,#,חולון עירוני ומטרופוליני+תחרות חולון,17,36385,ההסתדרות/ראש פינה,13:17:00,13:17:00,False,32.01727,34.779877,3,20,2.333333333,46.66666667
110429,ב,110429b21,110429b,11501,2,#,שרון חולון מרחבי,21,27108,וייצמן/הרב קוק,18:47:00,18:47:00,False,32.1631,34.8349,0,21,2.666666667,56.0
111209,ג,111209c27,111209c,29082,2,0,"פ""ת-ת""א",27,32274,דרך זאב ז'בוטינסקי/היצירה,14:04:54,,True,32.09246,34.850597,0,29,2.375,68.875
220082,א,220082a17,220082a,17031,1,0,תל אביב,17,21133,דרך השלום/דרך הטייסים,18:53:00,18:53:00,False,32.06176,34.80486,0,16,2.6,41.6
314609,ג,314609c26,314609c,36079,1,0,אונו-אלעד,26,38335,אבשלום גיסין/דרך הרב משה מלכה,17:41:00,17:41:00,False,32.09926,34.871845,0,7,1.5,10.5
311301,ג,311301c16,311301c,10240,1,0,בת ים-רמת גן,16,20353,ת. רכבת ההגנה/החרש,22:04:00,22:04:00,False,32.05569,34.783287,6,47,3.4,159.8
310952,ג,310952c38,310952c,22018,1,0,דרומי-בת ים,38,36175,אלי כהן/מצדה,00:10:19,,True,32.01269,34.75848,0,2,2.818181818,5.636363636
211354,ג,211354c19,211354c,19016,2,0,תל אביב,19,25661,"אצ""ל/לח""י",12:13:00,12:14:00,False,32.048306,34.79322,4,20,1.4,28.0
310800,ג,310800c7,310800c,12171,2,#,חולון עירוני ומטרופוליני+תחרות חולון,7,33163,התנאים/האמוראים,22:06:52,,True,32.005783,34.76326,0,1,2.2,2.2
119379,א,119379a18,119379a,10570,2,#,שרון חולון מרחבי,18,26704,"ביה""ס עמל/בני אפרים",16:18:56,,True,32.11618,34.8175,0,3,0.666666667,2.0
313940,ג,313940c29,313940c,23076,2,0,אונו-אלעד,29,31693,רוטשילד/גד מכנס,14:10:00,14:10:00,False,32.07682,34.88532,2,13,3.0,39.0
210868,ב,210868b20,210868b,55008,2,0,תל אביב,20,20313,אליעזר קפלן/דובנוב,15:38:00,15:38:00,False,32.07356,34.78326,1,24,2.777777778,66.66666667
110751,ב,110751b24,110751b,10621,2,#,שרון חולון מרחבי,24,27083,צומת הכפר הירוק,11:05:37,,True,32.13279,34.83262,0,1,0.333333333,0.333333333
219624,א,219624a32,219624a,33027,1,0,תל אביב,32,21270,מבצע קדש/ראול ולנברג,19:02:00,19:02:00,False,32.10656,34.82745,0,4,2.5,10.0
120292,א,120292a2,120292a,12619,1,#,שרון חולון מרחבי,2,39237,שד. בנימין/שד. ירושלים,10:06:00,10:06:00,False,32.3242,34.85655,3,7,0.5,3.5
419478,א,419478a40,419478a,16054,2,0,מזרחי-רמת גן,40,25333,פרופ' קויפמן/גולדמן,21:50:02,,True,32.05978,34.76046,0,1,1.666666667,1.666666667
110840,ב,110840b15,110840b,22006,1,#,שרון חולון מרחבי,15,26718,פתחיה מרגנשבורג/פנחס רוזן,05:38:37,,True,32.11397,34.82593,0,1,3.0,3.0
312619,ג,312619c3,312619c,22018,2,0,דרומי-בת ים,3,36168,"אנה פרנק/כ""ט בנובמבר",08:21:00,08:21:00,False,32.008404,34.754932,1,1,3.5,3.5
112291,ב,112291b21,112291b,10564,2,#,שרון חולון מרחבי,21,37135,בית משפט/טשרניחובסקי,14:46:00,14:46:00,False,32.17571,34.89198,2,3,0.333333333,1.0
310031,ג,310031c31,310031c,53073,1,0,"דרומי-ראשל""צ-חולון",31,36333,תיכון קוגל/גולדה מאיר,07:22:00,07:22:00,False,32.011032,34.78226,0,17,6.0,102.0
310065,ג,310065c30,310065c,11119,1,0,"דרומי-ראשל""צ-חולון",30,25369,אלנבי/הירקון,06:55:46,,True,32.073303,34.766754,0,1,1.0,1.0
122498,א,122498a13,122498a,36057,2,#,שרון חולון מרחבי,13,36315,יוסף לישנסקי/שייקה דן,10:34:49,,True,31.99475,34.76727,0,2,2.0,4.0
110132,ב,110132b29,110132b,13611,1,#,שרון חולון מרחבי,29,22947,המסגר/יד חרוצים,20:05:14,,True,32.0615,34.78466,0,1,0.666666667,0.666666667
111498,א,111498a2,111498a,14026,1,#,שרון חולון מרחבי,2,34401,חניון אגד/חורשת היובל,08:02:09,,True,31.99872,34.76354,0,0,4.0,0.0
121119,א,121119a10,121119a,10612,1,#,שרון חולון מרחבי,10,20094,אהרונוביץ'/הרב ריינס,17:26:00,17:26:00,False,32.08805,34.83874,0,23,2.0,46.0
111693,ב,111693b17,111693b,14026,2,#,שרון חולון מרחבי,17,25852,אבן גבירול/פנקס,10:31:00,10:32:00,False,32.09024,34.7826,2,8,1.6,12.8
114140,ג,114140c28,114140c,81001,1,0,"פ""ת-ת""א",28,21481,העלייה/מטלון,14:05:00,14:05:00,False,32.05833,34.773308,1,12,3.555555556,42.66666667
220994,א,220994a29,220994a,21013,1,0,תל אביב,29,25334,פרופ' קויפמן/שנקר,21:51:02,,True,32.06243,34.76128,0,5,1.666666667,8.333333333
310373,ב,310373b6,310373b,53073,1,0,"דרומי-ראשל""צ-חולון",6,25420,אלנבי/שד' רוטשילד,19:06:00,19:06:00,False,32.06292,34.77313,2,6,2.75,16.5
118720,א,118720a24,118720a,12278,2,#,שרון חולון מרחבי,24,21163,מרכז הספורט/בכור שטרית,06:37:00,06:37:00,False,32.10587,34.82015,0,18,1.0,18.0
313762,א,313762a50,313762a,18010,1,0,"דרומי-ראשל""צ-חולון",50,34686,"זלמן שז""ר/חיל הרגלים",14:41:00,14:41:00,False,31.9961,34.74136,1,7,2.666666667,18.66666667
221297,א,221297a11,221297a,21007,1,0,תל אביב,11,21702,רדינג/הררי,13:11:00,13:11:00,False,32.10421,34.79443,2,9,2.5,22.5
220068,א,220068a35,220068a,40044,2,0,תל אביב,35,28668,ראול ולנברג/דבורה הנביאה,19:40:00,19:40:00,False,32.11388,34.8404,0,1,2.666666667,2.666666667
314928,ג,314928c27,314928c,10137,2,0,אונו-אלעד,27,38468,בריכת נווה עוז/דרך יצחק רבין,07:16:00,07:16:00,False,32.087124,34.861256,0,29,1.333333333,38.66666667
120053,א,120053a10,120053a,10650,1,#,שרון חולון מרחבי,10,39281,י.ח. ברנר/שד. חיים וייצמן,12:08:00,12:09:00,False,32.33466,34.85921,2,5,0.75,3.75
311409,ג,311409c55,311409c,12142,2,0,בת ים-רמת גן,55,21830,ראול ולנברג/הארד,12:10:18,,True,32.112816,34.839687,0,1,2.8,2.8
314249,א,314249a38,314249a,22089,2,1,"דרומי-ראשל""צ-חולון",38,25964,שד' רוקח/דרך נמיר,14:09:30,,True,32.10003,34.7949,0,12,1.333333333,16.0
310561,ב,310561b57,310561b,27087,2,#,חולון עירוני ומטרופוליני+תחרות חולון,57,38498,אזור/מר. שפינוזה,19:49:00,19:50:00,False,32.02365,34.80358,0,0,2.666666667,0.0
219223,א,219223a22,219223a,13104,1,0,תל אביב,22,25637,ת. רכבת ההגנה,12:26:00,12:27:00,False,32.05449,34.7846,4,14,2.6,36.4
218639,א,218639a34,218639a,21013,2,0,תל אביב,34,26312,האוניברסיטה/חיים לבנון,15:57:00,15:57:00,False,32.11255,34.80165,0,11,2.5,27.5
111692,ג,111692c20,111692c,10531,2,#,שרון חולון מרחבי,20,20301,"משה סנה/צה""ל",05:58:22,,True,32.12135,34.82524,0,37,0.5,18.5
311529,א,311529a57,311529a,27087,2,#,חולון עירוני ומטרופוליני+תחרות חולון,57,35143,אזור מר. שפינוזה/פלמח,09:25:00,09:25:00,False,32.02238,34.80529,0,0,2.666666667,0.0
310892,ג,310892c29,310892c,15025,2,0,דרומי-בת ים,29,21541,'בית ז'בוטינסקי/המלך ג'ורג,09:31:00,09:31:00,False,32.073376,34.775093,4,46,4.0,184.0
312199,א,312199a45,312199a,27003,2,0,"דרומי-ראשל""צ-חולון",45,25341,חנניה/הירקון,10:51:25,,True,32.06741,34.76356,0,0,5.5,0.0
114335,ג,114335c46,114335c,12238,2,0,"פ""ת-ת""א",46,32446,דרך מנחם בגין/קופת חולים,21:44:00,21:44:00,False,32.06932,34.915226,0,0,2.6,0.0
110416,ג,110416c28,110416c,12149,1,#,השרון,28,21188,דרך נמיר/יהודה המכבי,09:10:00,09:10:00,False,32.095375,34.794136,1,51,4.0,204.0
311763,ג,311763c42,311763c,12142,2,0,בת ים-רמת גן,42,26248,דרך אבא הלל/דרך ז'בוטינסקי,00:09:20,,True,32.083874,34.803467,0,10,2.2,22.0
114205,ג,114205c47,114205c,81001,2,0,"פ""ת-ת""א",47,31366,דרך זאב ז'בוטינסקי/שחם,15:09:54,,True,32.09182,34.860985,0,41,2.909090909,119.2727273
310373,א,310373a16,310373a,12172,2,0,"דרומי-ראשל""צ-חולון",16,36350,משה שרת/קרן היסוד,05:47:00,05:47:00,False,32.00896,34.79233,1,5,4.666666667,23.33333333
310804,ג,310804c18,310804c,12125,1,0,דרומי-בת ים,18,20699,אבן גבירול/ארלוזורוב,07:31:00,07:32:00,False,32.084805,34.781548,4,30,2.75,82.5
114797,ג,114797c12,114797c,10292,1,0,"פ""ת-ת""א",12,23053,"חזון אי""ש/הרב יעקב לנדא",07:32:30,,True,32.079132,34.833958,0,12,1.666666667,20.0
211350,ג,211350c4,211350c,13039,2,0,מזרחי-רמת גן,4,28577,"בן אליעזר/אצ""ל",08:34:17,,True,32.067036,34.832924,0,6,1.8,10.8
411159,א,411159a21,411159a,13067,2,0,מזרחי-רמת גן,21,21660,הרצל/קופת חולים,07:03:00,07:03:00,False,32.08262,34.81613,0,6,3.2,19.2
311759,ג,311759c33,311759c,10140,2,0,דרומי-בת ים,33,26520,"חזון אי""ש/רבנו תם",17:14:00,17:14:00,False,32.084587,34.83637,2,25,1.0,25.0
113966,ג,113966c32,113966c,20048,1,#,השרון,32,21219,בית עלמין צבאי/משה סנה,13:55:00,13:56:00,False,32.128117,34.828144,4,17,2.333333333,39.66666667
311719,ב,311719b10,311719b,12271,1,#,חולון עירוני ומטרופוליני+תחרות חולון,10,25071,סמינר הקיבוצים/דרך נמיר,11:20:00,11:20:00,False,32.10189,34.79278,4,6,3.0,18.0
311852,ב,311852b27,311852b,11289,2,0,"דרומי-ראשל""צ-חולון",27,20668,דרך קיבוץ גלויות/מסילת ישרים,08:22:02,,True,32.04873,34.77575,0,32,2.5,80.0
315960,א,315960a41,315960a,21005,1,#,חולון עירוני ומטרופוליני+תחרות חולון,41,36301,המצודה/חזית חמש,17:42:33,,True,32.0325,34.76302,0,5,3.0,15.0
113813,ג,113813c35,113813c,10347,1,#,השרון,35,23020,בית הכנסת הגדול/אלנבי,08:43:46,,True,32.06461,34.772476,0,6,3.0,18.0
211201,ב,211201b43,211201b,17009,1,0,תל אביב,43,21486,מסוף הטייסים,06:40:00,06:40:00,False,32.04869,34.8138,0,0,5.0,0.0
212042,ב,212042b26,212042b,23006,1,0,מזרחי-בני ברק,26,28621,"חזון אי""ש/מרום נווה",16:45:00,16:45:00,False,32.07117,34.83261,0,0,2.333333333,0.0
111462,ב,111462b10,111462b,77015,1,#,שרון חולון מרחבי,10,25638,ת. רכבת ההגנה,05:33:00,05:33:00,False,32.05462,34.7848,0,1,7.0,7.0
314015,ג,314015c43,314015c,23076,1,0,אונו-אלעד,43,31408,יהדות קנדה / אסירי ציון,17:27:00,17:27:00,False,32.025414,34.859627,0,2,2.5,5.0
316047,א,316047a3,316047a,18099,1,#,חולון עירוני ומטרופוליני+תחרות חולון,3,33765,המלאכה/השבעה,18:24:00,18:24:00,False,32.02086,34.8051,9,14,2.333333333,32.66666667
314274,ג,314274c28,314274c,23056,1,0,אונו-אלעד,28,38121,לוי אשכול/קניון,09:15:00,09:15:00,False,32.054688,34.864338,0,3,2.333333333,7.0
114937,ג,114937c32,114937c,12238,2,0,"פ""ת-ת""א",32,32303,המכבים/השופט ברנדייס,08:22:22,,True,32.096558,34.887573,0,7,2.0,14.0
122371,א,122371a18,122371a,10650,1,#,שרון חולון מרחבי,18,21534,תיכון חדש רבין/דרך נמיר,15:57:30,,True,32.09029,34.7953,0,11,1.333333333,14.66666667
315800,א,315800a12,315800a,22089,2,1,"דרומי-ראשל""צ-חולון",12,36380,אריה שנקר/יבנה,18:12:49,,True,32.01832,34.7758,0,11,2.0,22.0
312852,א,312852a8,312852a,12172,2,0,"דרומי-ראשל""צ-חולון",8,35852,מפרץ שלמה/רמת הגולן,09:23:00,09:23:00,False,32.00529,34.79754,3,5,2.75,13.75
110948,ב,110948b1,110948b,16024,1,#,שרון חולון מרחבי,1,25349,מסוף כרמלית/הכרמל,16:31:00,16:33:00,False,32.06589,34.76551,2,2,3.75,7.5
110974,ג,110974c41,110974c,10531,2,1,שרון חולון מרחבי,41,36600,בית לוינשטיין/אחוזה,09:22:39,,True,32.18472,34.85507,0,1,1.666666667,1.666666667
114663,ג,114663c5,114663c,11249,1,#,השרון,5,37203,סוקולוב/דרך מגדיאל,19:06:09,,True,32.16055,34.902702,0,3,0.666666667,2.0
113853,ג,113853c23,113853c,81001,2,0,"פ""ת-ת""א",23,20102,צ'לנוב/מטלון,11:47:00,11:47:00,False,32.057835,34.775158,6,42,2.916666667,122.5
314359,א,314359a5,314359a,11289,2,0,"דרומי-ראשל""צ-חולון",5,37609,המלאכה/הפלד,12:34:43,,True,32.01927,34.80309,0,0,2.6,0.0
313823,ג,313823c24,313823c,37085,2,0,אונו-אלעד,24,38301,צומת גנים/הרב הרצוג,14:54:00,14:54:00,False,32.09691,34.89995,1,17,2.0,34.0
120229,א,120229a16,120229a,10572,2,#,שרון חולון מרחבי,16,26714,בני אפרים/מנורה,14:32:16,,True,32.12151,34.82158,0,5,1.0,5.0
212220,א,212220a12,212220a,25005,1,0,תל אביב,12,25609,דיזנגוף סנטר/דיזנגוף,11:16:00,11:16:00,False,32.07531,34.77536,9,18,2.461538462,44.30769231
115549,ג,115549c16,115549c,11249,2,#,השרון,16,21425,מחלף גלילות/כביש 5,21:48:30,,True,32.140396,34.80238,0,30,2.0,60.0
311259,ג,311259c1,311259c,34046,2,0,דרומי-בת ים,1,37109,מסוף הקוממיות,22:51:00,22:51:00,False,32.002434,34.7526,1,1,4.0,4.0
412408,א,412408a32,412408a,17034,1,0,מזרחי-בני ברק,32,26227,"שד' ירושלים/הרא""ה",11:13:33,,True,32.07463,34.82544,0,2,2.333333333,4.666666667
316084,א,316084a22,316084a,12171,2,#,חולון עירוני ומטרופוליני+תחרות חולון,22,25636,ת. רכבת ההגנה/החרש,16:11:00,16:12:00,False,32.05523,34.7835,7,23,2.857142857,65.71428571
119273,א,119273a9,119273a,36035,2,#,שרון חולון מרחבי,9,36421,הפלד/המלאכה,10:08:55,,True,32.01893,34.80162,0,1,2.333333333,2.333333333
111413,ב,111413b28,111413b,36035,2,#,שרון חולון מרחבי,28,21712,דרך הטייסים/ככר הרב פרדס,14:16:00,14:16:00,False,32.05035,34.81401,2,12,2.333333333,28.0
110556,ג,110556c16,110556c,29082,1,0,"פ""ת-ת""א",16,32277,דרך זאב ז'בוטינסקי/שחם,15:27:00,15:27:00,False,32.092316,34.859123,2,14,3.25,45.5
111758,ב,111758b10,111758b,11501,1,#,שרון חולון מרחבי,10,36612,אחוזה/עציון,08:27:41,,True,32.184,34.85925,0,16,3.666666667,58.66666667
312526,ג,312526c13,312526c,10240,2,0,בת ים-רמת גן,13,33090,היכל התרבות/מבצע סיני,05:10:00,05:11:00,False,32.020527,34.758812,3,18,5.0,90.0
115981,א,115981a33,115981a,14026,2,#,שרון חולון מרחבי,33,36276,"קק""ל/יגאל אלון",17:32:00,17:33:00,False,32.02343,34.75963,0,24,2.375,57.0
311559,א,311559a3,311559a,12143,1,#,חולון עירוני ומטרופוליני+תחרות חולון,3,31900,שדרות אהרון קציר/שמחה הולצברג,08:06:00,08:06:00,False,32.06257,34.84618,2,6,4.0,24.0
320737,א,320737a44,320737a,18010,1,0,"דרומי-ראשל""צ-חולון",44,36097,הקוממיות/הנביאים,16:40:00,16:40:00,False,32.00686,34.74145,1,7,2.571428571,18.0
314425,ג,314425c4,314425c,11168,2,0,אונו-אלעד,4,31620,"צה""ל/נחל דן",22:03:54,,True,32.050144,34.859943,0,0,2.666666667,0.0
219761,א,219761a1,219761a,17033,1,0,תל אביב,1,20277,מסוף רדינג/רציפים,06:35:00,06:35:00,False,32.09888,34.77975,2,2,2.333333333,4.666666667
314585,ג,314585c32,314585c,23076,1,0,אונו-אלעד,32,38110,דרך לוי אשכול/ירושלים,08:42:02,,True,32.059204,34.86363,0,19,2.0,38.0
310255,א,310255a57,310255a,10129,2,1,"דרומי-ראשל""צ-חולון",57,25840,דיזנגוף/שד' נורדאו,07:33:00,07:33:00,False,32.09329,34.77657,0,1,1.0,1.0
313751,ג,313751c7,313751c,70001,2,0,אונו-אלעד,7,38160,"בקו""ם/שדרות אהרון קציר",06:04:34,,True,32.05129,34.84919,0,3,1.0,3.0
317409,א,317409a45,317409a,16076,2,#,חולון עירוני ומטרופוליני+תחרות חולון,45,35810,שדרות ירושלים/מפרץ שלמה,20:21:00,20:23:00,False,32.00528,34.79954,0,0,0.333333333,0.0
220875,א,220875a27,220875a,11239,1,0,תל אביב,27,21286,דרך בר לב/אונטרמן,20:44:04,,True,32.04586,34.80412,0,5,2.833333333,14.16666667
310071,ג,310071c4,310071c,10140,2,0,דרומי-בת ים,4,36136,הרב ניסנבאום/הרב מיימון,05:47:07,,True,32.008663,34.750553,0,4,5.0,20.0
313779,ג,313779c30,313779c,23056,1,0,אונו-אלעד,30,38123,"דרך לוי אשכול/צה""ל",17:39:00,17:39:00,False,32.05118,34.86407,0,16,3.0,48.0
310617,ב,310617b32,310617b,18010,1,0,"דרומי-ראשל""צ-חולון",32,25301,שוק הפשפשים/יפת,10:55:00,10:55:00,False,32.05405,34.75535,0,2,2.666666667,5.333333333
320759,א,320759a39,320759a,12172,2,0,"דרומי-ראשל""צ-חולון",39,25409,אלנבי/דרך מנחם בגין,11:25:00,11:25:00,False,32.06126,34.77375,0,26,2.75,71.5
220479,א,220479a18,220479a,13104,2,0,תל אביב,18,22926,אלוף שדה/כורזין,14:10:00,14:10:00,False,32.05856,34.81536,2,22,2.4,52.8
311456,א,311456a5,311456a,11289,1,0,"דרומי-ראשל""צ-חולון",5,27065,האוניברסיטה/חיים לבנון,07:07:29,,True,32.11388,34.80155,0,1,2.666666667,2.666666667
219119,א,219119a26,219119a,11239,2,1,תל אביב,26,20364,דיזנגוף/יודפת,09:10:00,09:10:00,False,32.08545,34.77462,0,7,2.25,15.75
310545,ג,310545c37,310545c,24006,2,1,דרומי-בת ים,37,36199,יוספטל/דקר,15:56:00,15:56:00,False,32.018585,34.74323,1,2,3.0,6.0
110423,ג,110423c32,110423c,24092,1,0,"פ""ת-ת""א",32,32390,טרומפלדור/בנימין יהלום,13:13:00,13:13:00,False,32.083733,34.878403,1,12,3.0,36.0
114797,ג,114797c17,114797c,10292,1,0,"פ""ת-ת""א",17,22975,הרב כהנמן/הרב זוננפלד,07:39:00,07:39:00,False,32.080242,34.84129,2,26,1.666666667,43.33333333
211214,ב,211214b36,211214b,12161,1,0,מזרחי-בני ברק,36,26489,קהילות יעקב/הרב יצחק ניסים,21:26:00,21:26:00,False,32.07292,34.83888,1,7,3.0,21.0
315301,א,315301a2,315301a,18019,1,0,"דרומי-ראשל""צ-חולון",2,33326,הרצל/סוקולוב,18:06:00,18:06:00,False,31.95739,34.80229,3,5,2.5,12.5
311652,ב,311652b39,311652b,10189,1,0,"דרומי-ראשל""צ-חולון",39,34991,אורט למדעים/שדרות ירושלים,14:15:00,14:15:00,False,32.01743,34.78822,1,4,2.0,8.0
311301,ג,311301c27,311301c,10240,1,0,בת ים-רמת גן,27,36171,"כ""ט בנובמבר/אלי כהן",22:20:00,22:20:00,False,32.00932,34.75663,0,12,3.4,40.8
112417,ג,112417c20,112417c,36035,1,#,שרון חולון מרחבי,20,21437,דרך בר לב/שד' ששת הימים,10:26:27,,True,32.045204,34.808983,0,2,2.0,4.0
312690,ג,312690c4,312690c,15042,2,0,בת ים-רמת גן,4,36098,הקוממיות/הנביאים,17:27:24,,True,32.00684,34.741863,0,3,3.2,9.6
220483,א,220483a25,220483a,13104,2,0,תל אביב,25,25740,"ביה""ס ניב/יצחק שדה",20:51:00,20:51:00,False,32.06403,34.79657,4,21,1.666666667,35.0
310031,ג,310031c18,310031c,53073,1,0,"דרומי-ראשל""צ-חולון",18,36376,הלוחמים/כיכר הלוחמים,07:05:00,07:05:00,False,32.029385,34.772064,1,3,6.0,18.0
314288,ג,314288c22,314288c,11168,1,0,אונו-אלעד,22,38139,הרצל/שד. נורדאו,12:07:00,12:07:00,False,32.06551,34.850235,5,14,2.333333333,32.66666667
314395,א,314395a1,314395a,17011,2,#,חולון עירוני ומטרופוליני+תחרות חולון,1,32071,מסוף מרינה/דרך בן גוריון,12:49:00,12:50:00,False,32.00872,34.73747,1,1,3.0,3.0
212305,א,212305a7,212305a,21013,2,0,תל אביב,7,20027,"ד""ר ארליך/שבטי ישראל",10:38:00,10:38:00,False,32.04589,34.7569,2,8,2.5,20.0
311006,ב,311006b29,311006b,10189,2,0,"דרומי-ראשל""צ-חולון",29,25448,השומרון/השרון,12:56:00,12:56:00,False,32.06013,34.7781,2,8,2.0,16.0
220360,א,220360a3,220360a,40044,2,0,תל אביב,3,20339,"שדרות הבעש""ט/שדרות ירושלים",07:12:32,,True,32.0381,34.75489,0,3,2.25,6.75
115541,ג,115541c32,115541c,10347,1,#,השרון,32,21543,'בית ז'בוטינסקי/המלך ג'ורג,16:05:00,16:06:00,False,32.07329,34.774834,0,11,2.75,30.25
312244,ג,312244c45,312244c,15042,1,0,בת ים-רמת גן,45,36211,החשמונאים/יוספטל,16:11:00,16:11:00,False,32.015636,34.74973,0,16,3.4,54.4
312522,ג,312522c37,312522c,17043,2,0,בת ים-רמת גן,37,36244,אנילביץ'/כצנלסון,07:33:00,07:33:00,False,32.022,34.753696,1,11,2.2,24.2
222403,א,222403a49,222403a,13104,2,0,תל אביב,49,22999,בן יהודה/שד' נורדאו,19:50:00,19:51:00,False,32.09335,34.77502,0,6,2.8,16.8
315413,ג,315413c14,315413c,11436,2,0,אונו-אלעד,14,31647,צומת צפריה,06:40:57,,True,32.01406,34.84757,0,0,1.0,0.0
314302,א,314302a52,314302a,12172,2,0,"דרומי-ראשל""צ-חולון",52,25840,דיזנגוף/שד' נורדאו,15:45:00,15:45:00,False,32.09329,34.77657,0,2,2.857142857,5.714285714
315955,א,315955a28,315955a,21004,2,#,חולון עירוני ומטרופוליני+תחרות חולון,28,33234,סוקולוב/שדרות ירושלים,16:25:10,,True,32.02227,34.78456,0,35,3.0,105.0
113362,ג,113362c17,113362c,81001,1,0,"פ""ת-ת""א",17,21470,"דרך ז'בוטינסקי/רש""י",12:26:00,12:26:00,False,32.08965,34.81846,2,27,3.555555556,96.0
119455,א,119455a9,119455a,10621,1,#,שרון חולון מרחבי,9,20229,סוקולוב/שדרות וייצמן,10:11:45,,True,32.14568,34.83834,0,4,0.666666667,2.666666667
310448,א,310448a7,310448a,18099,1,#,חולון עירוני ומטרופוליני+תחרות חולון,7,36359,המלאכה/הרוקמים,05:25:44,,True,32.01115,34.79587,0,5,2.0,10.0
221057,א,221057a28,221057a,19016,2,0,תל אביב,28,23021,"אלנבי/מזא""ה",21:15:22,,True,32.0666,34.7717,0,0,1.25,0.0
311621,ב,311621b8,311621b,18010,2,0,"דרומי-ראשל""צ-חולון",8,36098,הקוממיות/הנביאים,13:42:49,,True,32.00684,34.74186,0,4,3.0,12.0
110722,ב,110722b6,110722b,16024,2,#,שרון חולון מרחבי,6,26856,בית הלל/בר יוחאי,05:04:26,,True,32.13589,34.85484,0,2,5.0,10.0
